04022020,17,115,otro,Oriente,,06:00:00,34,44,5,24,17,8,0,12,5,
04022020,17,115,otro,Oriente,,06:05:00,66,38,2,40,13,11,4,20,5,
04022020,17,115,otro,Oriente,,06:10:00,27,38,3,96,16,19,7,55,6,
04022020,17,115,otro,Oriente,,06:15:00,26,45,0,120,14,24,6,47,7,
04022020,17,115,otro,Oriente,,06:20:00,20,37,3,127,12,20,4,47,5,
04022020,17,115,otro,Oriente,,06:25:00,19,34,0,139,15,19,5,49,9,
04022020,17,115,otro,Oriente,,06:30:00,28,40,1,136,18,20,3,67,10,
04022020,17,115,otro,Oriente,,06:35:00,17,40,4,150,19,7,6,74,6,
04022020,17,115,otro,Oriente,,06:40:00,18,52,1,150,13,17,4,48,9,
04022020,17,115,otro,Oriente,,06:45:00,22,25,1,130,13,11,7,62,6,
04022020,17,115,otro,Oriente,,06:50:00,24,29,1,116,11,11,2,52,3,
04022020,17,115,otro,Oriente,,06:55:00,14,52,5,113,17,8,7,42,3,
04022020,17,115,otro,Oriente,,07:00:00,9,73,2,126,15,8,9,25,2,
04022020,17,115,otro,Oriente,,07:05:00,14,46,4,129,11,9,4,13,0,
04022020,17,115,otro,Oriente,,07:10:00,16,56,3,125,7,2,6,21,0,
04022020,17,115,otro,Oriente,,07:15:00,10,30,6,79,6,1,3,21,0,
04022020,17,115,otro,Oriente,,07:20:00,13,74,3,89,8,6,9,14,0,
04022020,17,115,otro,Oriente,,07:25:00,15,37,1,83,6,1,5,19,0,
04022020,17,115,otro,Oriente,,07:30:00,4,77,9,116,8,4,12,13,0,
04022020,17,115,otro,Oriente,,07:35:00,2,66,3,95,9,8,8,8,1,
04022020,17,115,otro,Oriente,,07:40:00,3,58,7,85,9,12,6,4,3,
04022020,17,115,otro,Oriente,,07:45:00,6,41,3,84,11,6,3,5,0,
04022020,17,115,otro,Oriente,,07:50:00,5,46,5,86,7,6,3,1,0,
04022020,17,115,otro,Oriente,,07:55:00,4,43,1,86,13,6,7,2,0,
04022020,17,115,otro,Oriente,,08:00:00,1,39,5,76,9,7,9,1,0,
04022020,17,115,otro,Oriente,,08:05:00,4,42,4,56,8,5,6,0,0,
04022020,17,115,otro,Oriente,,08:10:00,0,28,1,69,9,5,4,1,0,
04022020,17,115,otro,Oriente,,08:15:00,1,49,3,60,12,3,5,1,0,
04022020,17,115,otro,Oriente,,08:20:00,1,69,8,52,14,7,3,1,0,
04022020,17,115,otro,Oriente,,08:25:00,1,53,0,32,10,7,3,0,0,
04022020,17,115,otro,Oriente,,08:30:00,1,60,4,45,15,5,5,3,0,
04022020,17,115,otro,Oriente,,08:35:00,0,63,4,35,11,5,3,5,0,
04022020,17,115,otro,Oriente,,08:40:00,0,65,5,46,8,4,3,2,1,
04022020,17,115,otro,Oriente,,08:45:00,1,68,4,36,11,3,6,4,0,
04022020,17,115,otro,Oriente,,08:50:00,3,74,2,26,10,7,2,6,0,
04022020,17,115,otro,Oriente,,08:55:00,4,56,0,35,11,7,3,6,0,
04022020,17,115,otro,Oriente,,09:00:00,1,67,3,39,9,5,4,11,0,
04022020,17,115,otro,Oriente,,09:05:00,1,71,3,32,11,4,6,8,0,
04022020,17,115,otro,Oriente,,09:10:00,1,79,0,24,13,2,6,6,1,
04022020,17,115,otro,Oriente,,09:15:00,3,70,1,33,7,3,7,10,0,
04022020,17,115,otro,Oriente,,09:20:00,7,96,4,46,10,2,7,8,0,
04022020,17,115,otro,Oriente,,09:25:00,7,89,2,33,5,4,3,12,0,
04022020,17,115,otro,Oriente,,09:30:00,6,88,3,39,15,2,8,5,0,
04022020,17,115,otro,Oriente,,09:35:00,1,77,2,20,10,4,4,7,0,
04022020,17,115,otro,Oriente,,09:40:00,6,107,2,24,3,5,4,7,0,
04022020,17,115,otro,Oriente,,09:45:00,2,85,5,22,8,3,6,1,0,
04022020,17,115,otro,Oriente,,09:50:00,3,93,3,28,7,3,7,9,1,
04022020,17,115,otro,Oriente,,09:55:00,1,54,3,22,7,3,3,4,0,
04022020,17,115,otro,Oriente,,10:00:00,2,79,3,18,6,3,4,7,0,
04022020,17,115,otro,Oriente,,10:05:00,2,72,4,34,7,3,2,2,0,
04022020,17,115,otro,Oriente,,10:10:00,3,75,1,30,3,4,3,5,0,
04022020,17,115,otro,Oriente,,10:15:00,3,60,4,26,8,2,1,4,0,
04022020,17,115,otro,Oriente,,10:20:00,1,60,0,27,6,4,5,4,0,
04022020,17,115,otro,Oriente,,10:25:00,1,55,3,27,6,5,3,6,0,
04022020,17,115,otro,Oriente,,10:30:00,1,58,1,28,11,6,10,6,0,
04022020,17,115,otro,Oriente,,10:35:00,0,62,2,20,8,4,6,4,1,
04022020,17,115,otro,Oriente,,10:40:00,2,84,8,44,10,4,0,4,0,
04022020,17,115,otro,Oriente,,10:45:00,3,53,4,20,4,9,6,6,0,
04022020,17,115,otro,Oriente,,10:50:00,2,56,2,25,7,5,2,4,0,
04022020,17,115,otro,Oriente,,10:55:00,1,49,3,29,6,7,5,4,3,
04022020,17,115,otro,Oriente,,11:00:00,1,54,2,32,6,5,6,1,0,
04022020,17,115,otro,Oriente,,11:05:00,0,46,2,25,8,5,4,9,0,
04022020,17,115,otro,Oriente,,11:10:00,1,42,3,30,4,8,6,3,1,
04022020,17,115,otro,Oriente,,11:15:00,2,51,3,33,4,6,3,7,1,
04022020,17,115,otro,Oriente,,11:20:00,3,55,2,32,8,8,4,5,0,
04022020,17,115,otro,Oriente,,11:25:00,3,70,4,34,5,6,2,4,0,
04022020,17,115,otro,Oriente,,11:30:00,2,57,3,35,5,10,3,2,1,
04022020,17,115,otro,Oriente,,11:35:00,3,47,4,35,3,3,5,5,1,
04022020,17,115,otro,Oriente,,11:40:00,2,71,8,37,9,5,3,4,1,
04022020,17,115,otro,Oriente,,11:45:00,2,73,3,31,8,6,7,7,1,
04022020,17,115,otro,Oriente,,11:50:00,3,43,3,33,12,5,6,2,4,
04022020,17,115,otro,Oriente,,11:55:00,0,20,0,9,4,7,6,1,1,
04022020,17,115,otro,Oriente,,12:00:00,4,28,1,19,8,11,4,2,1,
04022020,17,115,otro,Oriente,,12:05:00,2,24,2,19,4,1,2,4,0,
04022020,17,115,otro,Oriente,,12:10:00,2,22,1,9,5,4,4,0,0,
04022020,17,115,otro,Oriente,,12:15:00,2,37,0,11,4,9,7,1,3,
04022020,17,115,otro,Oriente,,12:20:00,5,37,0,22,4,17,12,2,1,
04022020,17,115,otro,Oriente,,12:25:00,6,14,3,9,4,1,2,1,3,
04022020,17,115,otro,Oriente,,12:30:00,1,28,0,15,6,9,2,1,2,
04022020,17,115,otro,Oriente,,12:35:00,5,26,0,15,5,11,5,4,1,
04022020,17,115,otro,Oriente,,12:40:00,5,14,4,8,4,10,4,2,1,
04022020,17,115,otro,Oriente,,12:45:00,3,14,1,20,4,9,1,0,4,
04022020,17,115,otro,Oriente,,12:50:00,4,34,2,28,11,9,8,5,5,
04022020,17,115,otro,Oriente,,12:55:00,5,27,1,17,3,3,1,5,2,
04022020,17,115,otro,Oriente,,13:00:00,2,27,1,12,7,9,6,1,2,
04022020,17,115,otro,Oriente,,13:05:00,4,17,2,21,6,9,3,7,1,
04022020,17,115,otro,Oriente,,13:10:00,4,30,0,18,4,7,5,3,2,
04022020,17,115,otro,Oriente,,13:15:00,3,33,4,27,14,9,4,11,2,
04022020,17,115,otro,Oriente,,13:20:00,16,28,5,31,5,9,2,12,1,
04022020,17,115,otro,Oriente,,13:25:00,2,17,5,13,19,5,2,11,0,
04022020,17,115,otro,Oriente,,13:30:00,5,15,0,15,6,3,3,4,1,
04022020,17,115,otro,Oriente,,13:35:00,7,24,0,13,3,3,5,10,2,
04022020,17,115,otro,Oriente,,13:40:00,6,15,0,19,2,3,0,6,4,
04022020,17,115,otro,Oriente,,13:45:00,0,13,2,6,4,1,1,4,0,
04022020,17,115,otro,Oriente,,13:50:00,2,7,1,4,0,6,3,3,0,
04022020,17,115,otro,Oriente,,13:55:00,6,22,4,13,6,5,6,2,1,
04022020,17,115,otro,Oriente,,14:00:00,2,44,5,14,3,9,2,6,0,
04022020,17,115,otro,Oriente,,14:05:00,9,66,0,25,15,7,6,2,1,
04022020,17,115,otro,Oriente,,14:10:00,3,60,3,22,10,14,10,4,2,
04022020,17,115,otro,Oriente,,14:15:00,7,55,3,28,5,7,4,1,0,
04022020,17,115,otro,Oriente,,14:20:00,5,42,3,28,9,3,6,1,0,
04022020,17,115,otro,Oriente,,14:25:00,0,37,1,16,6,4,2,1,3,
04022020,17,115,otro,Oriente,,14:30:00,1,55,3,19,9,14,11,2,1,
04022020,17,115,otro,Oriente,,14:35:00,5,48,2,45,9,7,3,3,0,
04022020,17,115,otro,Oriente,,14:40:00,3,52,1,32,9,3,7,5,1,
04022020,17,115,otro,Oriente,,14:45:00,7,52,2,39,9,6,7,1,0,
04022020,17,115,otro,Oriente,,14:50:00,4,50,5,39,7,4,5,4,1,
04022020,17,115,otro,Oriente,,14:55:00,10,53,2,31,7,3,4,4,0,
04022020,17,115,otro,Oriente,,15:00:00,6,46,7,33,7,5,6,3,0,
04022020,17,115,otro,Oriente,,15:05:00,7,39,2,36,9,1,6,2,0,
04022020,17,115,otro,Oriente,,15:10:00,5,43,2,33,9,3,5,2,0,
04022020,17,115,otro,Oriente,,15:15:00,10,43,2,30,8,3,7,3,0,
04022020,17,115,otro,Oriente,,15:20:00,15,51,8,34,10,2,9,6,0,
04022020,17,115,otro,Oriente,,15:25:00,8,45,1,32,10,7,6,2,0,
04022020,17,115,otro,Oriente,,15:30:00,5,37,3,28,6,5,13,3,0,
04022020,17,115,otro,Oriente,,15:35:00,11,48,3,35,6,5,7,4,0,
04022020,17,115,otro,Oriente,,15:40:00,7,35,3,31,12,2,4,2,1,
04022020,17,115,otro,Oriente,,15:45:00,8,44,5,30,6,2,3,3,0,
04022020,17,115,otro,Oriente,,15:50:00,9,38,5,10,9,3,7,2,0,
04022020,17,115,otro,Oriente,,15:55:00,6,43,2,28,4,5,5,1,0,
04022020,17,115,otro,Oriente,,16:00:00,10,45,7,18,8,7,4,5,0,
04022020,17,115,otro,Oriente,,16:05:00,9,45,5,15,6,1,4,2,0,
04022020,17,115,otro,Oriente,,16:10:00,8,52,2,26,7,1,5,4,1,
04022020,17,115,otro,Oriente,,16:15:00,8,45,3,24,7,4,8,2,0,
04022020,17,115,otro,Oriente,,16:20:00,12,52,3,24,5,4,9,6,0,
04022020,17,115,otro,Oriente,,16:25:00,16,38,4,28,4,1,5,2,0,
04022020,17,115,otro,Oriente,,16:30:00,10,35,2,6,4,1,1,5,0,
04022020,17,115,otro,Oriente,,16:35:00,21,45,1,9,9,2,3,6,0,
04022020,17,115,otro,Oriente,,16:40:00,14,39,2,11,7,1,6,8,0,
04022020,17,115,otro,Oriente,,16:45:00,11,46,2,18,12,2,6,1,0,
04022020,17,115,otro,Oriente,,16:50:00,8,47,2,16,7,2,6,1,0,
04022020,17,115,otro,Oriente,,16:55:00,6,42,7,33,3,1,10,6,0,
04022020,17,115,otro,Oriente,,17:00:00,4,39,3,11,2,1,5,4,0,
04022020,17,115,otro,Oriente,,17:05:00,8,33,6,27,6,1,10,2,0,
04022020,17,115,otro,Oriente,,17:10:00,8,44,3,43,4,1,6,5,0,
04022020,17,115,otro,Oriente,,17:15:00,10,41,1,70,4,3,5,5,0,
04022020,17,115,otro,Oriente,,17:20:00,10,60,6,57,6,4,8,13,0,
04022020,17,115,otro,Oriente,,17:25:00,14,45,6,61,6,1,3,18,0,
04022020,17,115,otro,Oriente,,17:30:00,11,60,0,63,6,5,5,25,0,
04022020,17,115,otro,Oriente,,17:35:00,14,72,2,69,3,2,6,17,1,
04022020,17,115,otro,Oriente,,17:40:00,11,67,3,36,3,1,4,17,0,
04022020,17,115,otro,Oriente,,17:45:00,13,65,6,26,2,3,8,10,0,
04022020,17,115,otro,Oriente,,17:50:00,14,68,6,27,2,5,7,11,0,
04022020,17,115,otro,Oriente,,17:55:00,13,79,4,55,6,7,2,9,0,
